"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2014","Denmark","Total","Percentage of total population","Total","4.5",""
"2014","Denmark","Total","Percentage of active population","Total","6.6",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2,090",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.4",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.0",""
"2014","Estonia","Total","Thousand persons","Total","50",""
"2014","Estonia","Total","Percentage of total population","Total","5.0",""
"2014","Estonia","Total","Percentage of active population","Total","7.4",""
"2014","Ireland","Total","Thousand persons","Total","243",""
"2014","Ireland","Total","Percentage of total population","Total","7.3",""
"2014","Ireland","Total","Percentage of active population","Total","11.3",""
"2014","Greece","Total","Thousand persons","Total","1,274",""
"2014","Greece","Total","Percentage of total population","Total","15.7",""
"2014","Greece","Total","Percentage of active population","Total","26.5",""
"2014","Spain","Total","Thousand persons","Total","5,610",""
"2014","Spain","Total","Percentage of total population","Total","16.0",""
"2014","Spain","Total","Percentage of active population","Total","24.5",""
"2014","France","Total","Thousand persons","Total","3,032",""
"2014","France","Total","Percentage of total population","Total","6.3",""
"2014","France","Total","Percentage of active population","Total","10.3",""
"2014","Croatia","Total","Thousand persons","Total","325",""
"2014","Croatia","Total","Percentage of total population","Total","10.1",""
"2014","Croatia","Total","Percentage of active population","Total","17.2",""
"2014","Italy","Total","Thousand persons","Total","3,236",""
"2014","Italy","Total","Percentage of total population","Total","7.1",""
"2014","Italy","Total","Percentage of active population","Total","12.7",""
"2014","Cyprus","Total","Thousand persons","Total","70",""
"2014","Cyprus","Total","Percentage of total population","Total","11.0",""
"2014","Cyprus","Total","Percentage of active population","Total","16.1",""
"2014","Latvia","Total","Thousand persons","Total","108",""
"2014","Latvia","Total","Percentage of total population","Total","7.2",""
"2014","Latvia","Total","Percentage of active population","Total","10.8",""
"2014","Lithuania","Total","Thousand persons","Total","158",""
"2014","Lithuania","Total","Percentage of total population","Total","7.1",""
"2014","Lithuania","Total","Percentage of active population","Total","10.7",""
"2014","Luxembourg","Total","Thousand persons","Total","16",""
"2014","Luxembourg","Total","Percentage of total population","Total","3.7",""
"2014","Luxembourg","Total","Percentage of active population","Total","6.0",""
"2014","Hungary","Total","Thousand persons","Total","343",""
"2014","Hungary","Total","Percentage of total population","Total","4.5",""
"2014","Hungary","Total","Percentage of active population","Total","7.7",""
"2014","Malta","Total","Thousand persons","Total","11",""
"2014","Malta","Total","Percentage of total population","Total","3.4",""
"2014","Malta","Total","Percentage of active population","Total","5.8",""
"2014","Netherlands","Total","Thousand persons","Total","660",""
"2014","Netherlands","Total","Percentage of total population","Total","5.2",""
"2014","Netherlands","Total","Percentage of active population","Total","7.4",""
"2014","Austria","Total","Thousand persons","Total","245",""
"2014","Austria","Total","Percentage of total population","Total","3.8",""
"2014","Austria","Total","Percentage of active population","Total","5.6",""
"2014","Poland","Total","Thousand persons","Total","1,567",""
"2014","Poland","Total","Percentage of total population","Total","5.5",""
"2014","Poland","Total","Percentage of active population","Total","9.0",""
"2014","Portugal","Total","Thousand persons","Total","729",""
"2014","Portugal","Total","Percentage of total population","Total","9.2",""
"2014","Portugal","Total","Percentage of active population","Total","14.1",""
"2014","Romania","Total","Thousand persons","Total","629",""
"2014","Romania","Total","Percentage of total population","Total","4.1",""
"2014","Romania","Total","Percentage of active population","Total","6.8",""
"2014","Slovenia","Total","Thousand persons","Total","98",""
"2014","Slovenia","Total","Percentage of total population","Total","6.2",""
"2014","Slovenia","Total","Percentage of active population","Total","9.7",""
"2014","Slovakia","Total","Thousand persons","Total","359",""
"2014","Slovakia","Total","Percentage of total population","Total","8.4",""
"2014","Slovakia","Total","Percentage of active population","Total","13.2",""
"2014","Finland","Total","Thousand persons","Total","232",""
"2014","Finland","Total","Percentage of total population","Total","5.7",""
"2014","Finland","Total","Percentage of active population","Total","8.7",""
"2014","Sweden","Total","Thousand persons","Total","411",""
"2014","Sweden","Total","Percentage of total population","Total","5.7",""
"2014","Sweden","Total","Percentage of active population","Total","7.9",""
"2014","United Kingdom","Total","Thousand persons","Total","1,996",""
"2014","United Kingdom","Total","Percentage of total population","Total","4.2",""
"2014","United Kingdom","Total","Percentage of active population","Total","6.1",""
"2014","Iceland","Total","Thousand persons","Total","9",""
"2014","Iceland","Total","Percentage of total population","Total","4.0",""
"2014","Iceland","Total","Percentage of active population","Total","5.0",""
"2014","Norway","Total","Thousand persons","Total","96",""
"2014","Norway","Total","Percentage of total population","Total","2.5",""
"2014","Norway","Total","Percentage of active population","Total","3.5",""
"2014","Turkey","Total","Thousand persons","Total","2,860",""
"2014","Turkey","Total","Percentage of total population","Total","5.2",""
"2014","Turkey","Total","Percentage of active population","Total","9.9",""
"2014","United States","Total","Thousand persons","Total","9,616",""
"2014","United States","Total","Percentage of total population","Total",":",""
"2014","United States","Total","Percentage of active population","Total","6.2",""
"2014","Japan","Total","Thousand persons","Total","2,380",""
"2014","Japan","Total","Percentage of total population","Total",":",""
"2014","Japan","Total","Percentage of active population","Total","3.6",""
"2015","European Union (28 countries)","Total","Thousand persons","Total","22,879",""
"2015","European Union (28 countries)","Total","Percentage of total population","Total","6.0",""
"2015","European Union (28 countries)","Total","Percentage of active population","Total","9.4",""
"2015","European Union (27 countries)","Total","Thousand persons","Total","22,575",""
"2015","European Union (27 countries)","Total","Percentage of total population","Total","6.0",""
"2015","European Union (27 countries)","Total","Percentage of active population","Total","9.4",""
"2015","European Union (25 countries)","Total","Thousand persons","Total","21,646",""
"2015","European Union (25 countries)","Total","Percentage of total population","Total","6.1",""
"2015","European Union (25 countries)","Total","Percentage of active population","Total","9.5",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","17,451",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","6.9",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","10.9",""
"2015","Euro area (19 countries)","Total","Thousand persons","Total","17,451",""
"2015","Euro area (19 countries)","Total","Percentage of total population","Total","6.9",""
"2015","Euro area (19 countries)","Total","Percentage of active population","Total","10.9",""
"2015","Euro area (18 countries)","Total","Thousand persons","Total","17,317",""
"2015","Euro area (18 countries)","Total","Percentage of total population","Total","6.9",""
"2015","Euro area (18 countries)","Total","Percentage of active population","Total","10.9",""
"2015","Belgium","Total","Thousand persons","Total","422",""
"2015","Belgium","Total","Percentage of total population","Total","5.1",""
"2015","Belgium","Total","Percentage of active population","Total","8.5",""
"2015","Bulgaria","Total","Thousand persons","Total","305",""
"2015","Bulgaria","Total","Percentage of total population","Total","5.5",""
"2015","Bulgaria","Total","Percentage of active population","Total","9.2",""
"2015","Czech Republic","Total","Thousand persons","Total","268",""
"2015","Czech Republic","Total","Percentage of total population","Total","3.3",""
"2015","Czech Republic","Total","Percentage of active population","Total","5.1",""
"2015","Denmark","Total","Thousand persons","Total","181",""
"2015","Denmark","Total","Percentage of total population","Total","4.2",""
"2015","Denmark","Total","Percentage of active population","Total","6.2",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","1,950",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.2",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","4.6",""
"2015","Estonia","Total","Thousand persons","Total","42",""
"2015","Estonia","Total","Percentage of total population","Total","4.3",""
"2015","Estonia","Total","Percentage of active population","Total","6.2",""
"2015","Ireland","Total","Thousand persons","Total","204",""
